,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
8791,1945-10-01,10.042,0.251,Çorum,Turkey,40.99N,34.08E
8792,1945-11-01,5.727,0.365,Çorum,Turkey,40.99N,34.08E
8793,1945-12-01,0.030000000000000027,0.61,Çorum,Turkey,40.99N,34.08E
8794,1946-01-01,-1.008,0.52,Çorum,Turkey,40.99N,34.08E
8795,1946-02-01,1.9909999999999999,1.04,Çorum,Turkey,40.99N,34.08E
8796,1946-03-01,4.165,0.532,Çorum,Turkey,40.99N,34.08E
8797,1946-04-01,9.248,0.758,Çorum,Turkey,40.99N,34.08E
8798,1946-05-01,14.175999999999998,0.128,Çorum,Turkey,40.99N,34.08E
8799,1946-06-01,18.038,0.233,Çorum,Turkey,40.99N,34.08E
8800,1946-07-01,19.962,0.48,Çorum,Turkey,40.99N,34.08E
8801,1946-08-01,20.882,0.519,Çorum,Turkey,40.99N,34.08E
8802,1946-09-01,18.104000000000006,0.274,Çorum,Turkey,40.99N,34.08E
8803,1946-10-01,8.93,0.16,Çorum,Turkey,40.99N,34.08E
8804,1946-11-01,8.222000000000001,0.45,Çorum,Turkey,40.99N,34.08E
8805,1946-12-01,2.392,0.389,Çorum,Turkey,40.99N,34.08E
8806,1947-01-01,-2.79,0.885,Çorum,Turkey,40.99N,34.08E
8807,1947-02-01,3.102,0.8590000000000001,Çorum,Turkey,40.99N,34.08E
8808,1947-03-01,8.725,0.79,Çorum,Turkey,40.99N,34.08E
8809,1947-04-01,10.662,0.307,Çorum,Turkey,40.99N,34.08E
8810,1947-05-01,14.559000000000001,0.332,Çorum,Turkey,40.99N,34.08E
8811,1947-06-01,18.918000000000006,0.398,Çorum,Turkey,40.99N,34.08E
8812,1947-07-01,21.035,0.633,Çorum,Turkey,40.99N,34.08E
8813,1947-08-01,19.467,0.545,Çorum,Turkey,40.99N,34.08E
8814,1947-09-01,15.706,0.452,Çorum,Turkey,40.99N,34.08E
8815,1947-10-01,9.589,0.138,Çorum,Turkey,40.99N,34.08E
8816,1947-11-01,7.228,0.305,Çorum,Turkey,40.99N,34.08E
8817,1947-12-01,3.949,0.959,Çorum,Turkey,40.99N,34.08E
8818,1948-01-01,4.183,1.243,Çorum,Turkey,40.99N,34.08E
8819,1948-02-01,1.153,0.58,Çorum,Turkey,40.99N,34.08E
8820,1948-03-01,0.7279999999999998,0.335,Çorum,Turkey,40.99N,34.08E
8821,1948-04-01,8.344,0.293,Çorum,Turkey,40.99N,34.08E
8822,1948-05-01,14.251,0.247,Çorum,Turkey,40.99N,34.08E
8823,1948-06-01,17.868000000000006,0.324,Çorum,Turkey,40.99N,34.08E
8824,1948-07-01,20.005000000000006,0.652,Çorum,Turkey,40.99N,34.08E
8825,1948-08-01,20.914,0.5479999999999999,Çorum,Turkey,40.99N,34.08E
8826,1948-09-01,15.669,0.3670000000000001,Çorum,Turkey,40.99N,34.08E
8827,1948-10-01,10.727,0.146,Çorum,Turkey,40.99N,34.08E
8828,1948-11-01,3.495,0.887,Çorum,Turkey,40.99N,34.08E
8829,1948-12-01,-2.444,1.16,Çorum,Turkey,40.99N,34.08E
8830,1949-01-01,-2.557,0.989,Çorum,Turkey,40.99N,34.08E
8831,1949-02-01,-3.14,1.092,Çorum,Turkey,40.99N,34.08E
8832,1949-03-01,2.648,0.938,Çorum,Turkey,40.99N,34.08E
8833,1949-04-01,6.177999999999999,0.126,Çorum,Turkey,40.99N,34.08E
8834,1949-05-01,15.155,0.197,Çorum,Turkey,40.99N,34.08E
8835,1949-06-01,17.612000000000005,0.385,Çorum,Turkey,40.99N,34.08E
8836,1949-07-01,19.044,0.365,Çorum,Turkey,40.99N,34.08E
8837,1949-08-01,18.686,0.366,Çorum,Turkey,40.99N,34.08E
8838,1949-09-01,14.522000000000002,0.425,Çorum,Turkey,40.99N,34.08E
8839,1949-10-01,10.470999999999998,0.293,Çorum,Turkey,40.99N,34.08E
8840,1949-11-01,8.402999999999999,0.529,Çorum,Turkey,40.99N,34.08E
8841,1949-12-01,2.966,0.3720000000000001,Çorum,Turkey,40.99N,34.08E
8842,1950-01-01,-5.4750000000000005,1.86,Çorum,Turkey,40.99N,34.08E
8843,1950-02-01,-2.15,1.194,Çorum,Turkey,40.99N,34.08E
8844,1950-03-01,4.0920000000000005,0.355,Çorum,Turkey,40.99N,34.08E
8845,1950-04-01,13.36,0.418,Çorum,Turkey,40.99N,34.08E
8846,1950-05-01,14.624,0.601,Çorum,Turkey,40.99N,34.08E
8847,1950-06-01,16.649,0.519,Çorum,Turkey,40.99N,34.08E
8848,1950-07-01,19.342,0.483,Çorum,Turkey,40.99N,34.08E
8849,1950-08-01,18.85,0.398,Çorum,Turkey,40.99N,34.08E
8850,1950-09-01,18.706000000000003,0.61,Çorum,Turkey,40.99N,34.08E
8851,1950-10-01,10.117,0.74,Çorum,Turkey,40.99N,34.08E
8852,1950-11-01,6.224,0.44,Çorum,Turkey,40.99N,34.08E
8853,1950-12-01,3.272,1.24,Çorum,Turkey,40.99N,34.08E
8854,1951-01-01,1.529,0.383,Çorum,Turkey,40.99N,34.08E
8855,1951-02-01,3.069,0.415,Çorum,Turkey,40.99N,34.08E
8856,1951-03-01,7.445,0.311,Çorum,Turkey,40.99N,34.08E
8857,1951-04-01,10.752,0.256,Çorum,Turkey,40.99N,34.08E
8858,1951-05-01,14.47,0.333,Çorum,Turkey,40.99N,34.08E
8859,1951-06-01,17.080000000000002,0.556,Çorum,Turkey,40.99N,34.08E
8860,1951-07-01,20.051,0.305,Çorum,Turkey,40.99N,34.08E
8861,1951-08-01,21.072,0.225,Çorum,Turkey,40.99N,34.08E
8862,1951-09-01,16.973000000000006,0.364,Çorum,Turkey,40.99N,34.08E
8863,1951-10-01,7.7860000000000005,0.325,Çorum,Turkey,40.99N,34.08E
8864,1951-11-01,6.625,0.477,Çorum,Turkey,40.99N,34.08E
8865,1951-12-01,-1.229,0.6970000000000001,Çorum,Turkey,40.99N,34.08E
8866,1952-01-01,0.696,0.5579999999999999,Çorum,Turkey,40.99N,34.08E
8867,1952-02-01,2.574,0.34,Çorum,Turkey,40.99N,34.08E
8868,1952-03-01,4.119,0.454,Çorum,Turkey,40.99N,34.08E
8869,1952-04-01,9.687,0.327,Çorum,Turkey,40.99N,34.08E
8870,1952-05-01,12.608,0.459,Çorum,Turkey,40.99N,34.08E
8871,1952-06-01,15.667000000000002,0.536,Çorum,Turkey,40.99N,34.08E
8872,1952-07-01,19.57,0.433,Çorum,Turkey,40.99N,34.08E
8873,1952-08-01,21.522,0.212,Çorum,Turkey,40.99N,34.08E
8874,1952-09-01,19.11,0.21,Çorum,Turkey,40.99N,34.08E
8875,1952-10-01,13.244000000000002,0.446,Çorum,Turkey,40.99N,34.08E
8876,1952-11-01,7.586,0.333,Çorum,Turkey,40.99N,34.08E
8877,1952-12-01,4.792,0.198,Çorum,Turkey,40.99N,34.08E
8878,1953-01-01,2.454,0.52,Çorum,Turkey,40.99N,34.08E
8879,1953-02-01,1.815,0.313,Çorum,Turkey,40.99N,34.08E
8880,1953-03-01,0.2830000000000004,0.5539999999999999,Çorum,Turkey,40.99N,34.08E
8881,1953-04-01,9.082999999999998,0.546,Çorum,Turkey,40.99N,34.08E
8882,1953-05-01,13.117,0.498,Çorum,Turkey,40.99N,34.08E
8883,1953-06-01,17.916,0.463,Çorum,Turkey,40.99N,34.08E
8884,1953-07-01,20.146,0.488,Çorum,Turkey,40.99N,34.08E
8885,1953-08-01,20.699,0.234,Çorum,Turkey,40.99N,34.08E
8886,1953-09-01,15.495,0.343,Çorum,Turkey,40.99N,34.08E
8887,1953-10-01,11.283,0.465,Çorum,Turkey,40.99N,34.08E
8888,1953-11-01,2.7470000000000003,0.894,Çorum,Turkey,40.99N,34.08E
8889,1953-12-01,-3.1530000000000005,1.67,Çorum,Turkey,40.99N,34.08E
8890,1954-01-01,-4.047,1.715,Çorum,Turkey,40.99N,34.08E
8891,1954-02-01,-2.209,0.698,Çorum,Turkey,40.99N,34.08E
8892,1954-03-01,5.082,0.589,Çorum,Turkey,40.99N,34.08E
8893,1954-04-01,7.075999999999999,0.237,Çorum,Turkey,40.99N,34.08E
8894,1954-05-01,14.559000000000001,0.32299999999999995,Çorum,Turkey,40.99N,34.08E
8895,1954-06-01,18.902,0.33,Çorum,Turkey,40.99N,34.08E
8896,1954-07-01,22.01,0.338,Çorum,Turkey,40.99N,34.08E
8897,1954-08-01,22.052,0.336,Çorum,Turkey,40.99N,34.08E
8898,1954-09-01,17.484,0.364,Çorum,Turkey,40.99N,34.08E
8899,1954-10-01,12.81,0.532,Çorum,Turkey,40.99N,34.08E
8900,1954-11-01,8.026,0.613,Çorum,Turkey,40.99N,34.08E
8901,1954-12-01,2.964,0.383,Çorum,Turkey,40.99N,34.08E
8902,1955-01-01,2.9810000000000003,0.5770000000000001,Çorum,Turkey,40.99N,34.08E
8903,1955-02-01,6.08,0.659,Çorum,Turkey,40.99N,34.08E
8904,1955-03-01,5.9540000000000015,0.5,Çorum,Turkey,40.99N,34.08E
8905,1955-04-01,8.222999999999999,0.34700000000000003,Çorum,Turkey,40.99N,34.08E
8906,1955-05-01,14.45,0.41,Çorum,Turkey,40.99N,34.08E
8907,1955-06-01,18.639000000000006,0.688,Çorum,Turkey,40.99N,34.08E
8908,1955-07-01,20.91,0.621,Çorum,Turkey,40.99N,34.08E
8909,1955-08-01,19.55,0.361,Çorum,Turkey,40.99N,34.08E
8910,1955-09-01,17.062,0.337,Çorum,Turkey,40.99N,34.08E
8911,1955-10-01,14.324000000000002,0.274,Çorum,Turkey,40.99N,34.08E
8912,1955-11-01,6.474,0.565,Çorum,Turkey,40.99N,34.08E
8913,1955-12-01,2.019,0.441,Çorum,Turkey,40.99N,34.08E
8914,1956-01-01,0.948,0.469,Çorum,Turkey,40.99N,34.08E
8915,1956-02-01,0.10399999999999987,0.931,Çorum,Turkey,40.99N,34.08E
8916,1956-03-01,1.1030000000000002,0.299,Çorum,Turkey,40.99N,34.08E
8917,1956-04-01,10.204999999999998,0.222,Çorum,Turkey,40.99N,34.08E
8918,1956-05-01,12.226,0.318,Çorum,Turkey,40.99N,34.08E
8919,1956-06-01,17.365000000000002,0.407,Çorum,Turkey,40.99N,34.08E
8920,1956-07-01,19.336,0.381,Çorum,Turkey,40.99N,34.08E
8921,1956-08-01,21.351,0.204,Çorum,Turkey,40.99N,34.08E
8922,1956-09-01,14.361,0.26,Çorum,Turkey,40.99N,34.08E
8923,1956-10-01,9.817,0.435,Çorum,Turkey,40.99N,34.08E
8924,1956-11-01,4.007,0.525,Çorum,Turkey,40.99N,34.08E
8925,1956-12-01,-0.5690000000000002,1.013,Çorum,Turkey,40.99N,34.08E
8926,1957-01-01,-1.624,1.2,Çorum,Turkey,40.99N,34.08E
8927,1957-02-01,2.978,0.541,Çorum,Turkey,40.99N,34.08E
8928,1957-03-01,4.686,0.516,Çorum,Turkey,40.99N,34.08E
8929,1957-04-01,10.743,0.556,Çorum,Turkey,40.99N,34.08E
8930,1957-05-01,13.615,0.6759999999999999,Çorum,Turkey,40.99N,34.08E
8931,1957-06-01,18.67,0.561,Çorum,Turkey,40.99N,34.08E
8932,1957-07-01,21.469,0.851,Çorum,Turkey,40.99N,34.08E
8933,1957-08-01,22.194000000000006,0.8079999999999999,Çorum,Turkey,40.99N,34.08E
8934,1957-09-01,19.192,0.604,Çorum,Turkey,40.99N,34.08E
8935,1957-10-01,12.461,0.419,Çorum,Turkey,40.99N,34.08E
8936,1957-11-01,6.29,0.332,Çorum,Turkey,40.99N,34.08E
8937,1957-12-01,2.294,0.265,Çorum,Turkey,40.99N,34.08E
8938,1958-01-01,1.315,0.612,Çorum,Turkey,40.99N,34.08E
8939,1958-02-01,4.75,0.275,Çorum,Turkey,40.99N,34.08E
8940,1958-03-01,5.417999999999998,0.308,Çorum,Turkey,40.99N,34.08E
8941,1958-04-01,9.267,0.365,Çorum,Turkey,40.99N,34.08E
8942,1958-05-01,15.434000000000001,0.446,Çorum,Turkey,40.99N,34.08E
8943,1958-06-01,17.407,0.439,Çorum,Turkey,40.99N,34.08E
8944,1958-07-01,20.004,0.927,Çorum,Turkey,40.99N,34.08E
8945,1958-08-01,20.532,0.35,Çorum,Turkey,40.99N,34.08E
8946,1958-09-01,15.090000000000002,0.47,Çorum,Turkey,40.99N,34.08E
8947,1958-10-01,10.515999999999998,0.6759999999999999,Çorum,Turkey,40.99N,34.08E
8948,1958-11-01,5.6960000000000015,1.04,Çorum,Turkey,40.99N,34.08E
8949,1958-12-01,2.319,1.008,Çorum,Turkey,40.99N,34.08E
8950,1959-01-01,1.804,0.536,Çorum,Turkey,40.99N,34.08E
8951,1959-02-01,-3.777,0.401,Çorum,Turkey,40.99N,34.08E
8952,1959-03-01,3.162,0.657,Çorum,Turkey,40.99N,34.08E
8953,1959-04-01,9.851,0.7020000000000001,Çorum,Turkey,40.99N,34.08E
8954,1959-05-01,13.927,0.35100000000000003,Çorum,Turkey,40.99N,34.08E
8955,1959-06-01,17.054000000000002,1.1,Çorum,Turkey,40.99N,34.08E
8956,1959-07-01,20.952,0.4970000000000001,Çorum,Turkey,40.99N,34.08E
8957,1959-08-01,19.628,0.415,Çorum,Turkey,40.99N,34.08E
8958,1959-09-01,13.553,0.3,Çorum,Turkey,40.99N,34.08E
8959,1959-10-01,8.027000000000001,0.4970000000000001,Çorum,Turkey,40.99N,34.08E
8960,1959-11-01,5.4250000000000025,0.6920000000000001,Çorum,Turkey,40.99N,34.08E
8961,1959-12-01,3.38,0.333,Çorum,Turkey,40.99N,34.08E
8962,1960-01-01,2.263,0.417,Çorum,Turkey,40.99N,34.08E
8963,1960-02-01,0.7699999999999999,2.337,Çorum,Turkey,40.99N,34.08E
8964,1960-03-01,4.198,0.173,Çorum,Turkey,40.99N,34.08E
8965,1960-04-01,8.983999999999998,0.299,Çorum,Turkey,40.99N,34.08E
8966,1960-05-01,14.915,0.387,Çorum,Turkey,40.99N,34.08E
8967,1960-06-01,17.284000000000002,0.415,Çorum,Turkey,40.99N,34.08E
8968,1960-07-01,20.449,0.5479999999999999,Çorum,Turkey,40.99N,34.08E
8969,1960-08-01,19.226,0.305,Çorum,Turkey,40.99N,34.08E
8970,1960-09-01,16.035,0.239,Çorum,Turkey,40.99N,34.08E
8971,1960-10-01,13.242,0.535,Çorum,Turkey,40.99N,34.08E
8972,1960-11-01,8.136000000000001,0.455,Çorum,Turkey,40.99N,34.08E
8973,1960-12-01,4.305,0.779,Çorum,Turkey,40.99N,34.08E
8974,1961-01-01,-0.848,0.4920000000000001,Çorum,Turkey,40.99N,34.08E
8975,1961-02-01,0.645,0.237,Çorum,Turkey,40.99N,34.08E
8976,1961-03-01,3.8710000000000004,0.359,Çorum,Turkey,40.99N,34.08E
8977,1961-04-01,11.149,0.468,Çorum,Turkey,40.99N,34.08E
8978,1961-05-01,14.877,0.146,Çorum,Turkey,40.99N,34.08E
8979,1961-06-01,18.092,0.328,Çorum,Turkey,40.99N,34.08E
8980,1961-07-01,19.855,0.256,Çorum,Turkey,40.99N,34.08E
8981,1961-08-01,20.231,0.24,Çorum,Turkey,40.99N,34.08E
8982,1961-09-01,14.057000000000002,0.27,Çorum,Turkey,40.99N,34.08E
8983,1961-10-01,11.135,0.295,Çorum,Turkey,40.99N,34.08E
8984,1961-11-01,7.917000000000002,0.315,Çorum,Turkey,40.99N,34.08E
8985,1961-12-01,2.931,0.557,Çorum,Turkey,40.99N,34.08E
8986,1962-01-01,1.114,0.491,Çorum,Turkey,40.99N,34.08E
8987,1962-02-01,1.676,0.376,Çorum,Turkey,40.99N,34.08E
8988,1962-03-01,7.837999999999999,0.34700000000000003,Çorum,Turkey,40.99N,34.08E
8989,1962-04-01,9.283,0.344,Çorum,Turkey,40.99N,34.08E
8990,1962-05-01,15.203,0.315,Çorum,Turkey,40.99N,34.08E
8991,1962-06-01,17.776,0.735,Çorum,Turkey,40.99N,34.08E
8992,1962-07-01,20.948,0.366,Çorum,Turkey,40.99N,34.08E
8993,1962-08-01,21.597,0.318,Çorum,Turkey,40.99N,34.08E
8994,1962-09-01,17.005000000000006,0.265,Çorum,Turkey,40.99N,34.08E
8995,1962-10-01,12.353,0.345,Çorum,Turkey,40.99N,34.08E
8996,1962-11-01,10.072,0.272,Çorum,Turkey,40.99N,34.08E
8997,1962-12-01,3.314,0.456,Çorum,Turkey,40.99N,34.08E
8998,1963-01-01,1.2599999999999998,0.3670000000000001,Çorum,Turkey,40.99N,34.08E
8999,1963-02-01,4.237,0.4,Çorum,Turkey,40.99N,34.08E
9000,1963-03-01,3.3950000000000005,0.184,Çorum,Turkey,40.99N,34.08E
9001,1963-04-01,8.533,0.293,Çorum,Turkey,40.99N,34.08E
9002,1963-05-01,13.314,0.401,Çorum,Turkey,40.99N,34.08E
9003,1963-06-01,17.333000000000002,0.456,Çorum,Turkey,40.99N,34.08E
9004,1963-07-01,20.093,0.467,Çorum,Turkey,40.99N,34.08E
9005,1963-08-01,20.549,0.319,Çorum,Turkey,40.99N,34.08E
9006,1963-09-01,17.215999999999998,0.254,Çorum,Turkey,40.99N,34.08E
9007,1963-10-01,12.124,0.25,Çorum,Turkey,40.99N,34.08E
9008,1963-11-01,6.972,0.343,Çorum,Turkey,40.99N,34.08E
9009,1963-12-01,1.681,0.232,Çorum,Turkey,40.99N,34.08E
9010,1964-01-01,-4.059,0.526,Çorum,Turkey,40.99N,34.08E
9011,1964-02-01,-0.26,0.414,Çorum,Turkey,40.99N,34.08E
9012,1964-03-01,5.66,0.266,Çorum,Turkey,40.99N,34.08E
9013,1964-04-01,8.758,0.363,Çorum,Turkey,40.99N,34.08E
9014,1964-05-01,12.467,0.307,Çorum,Turkey,40.99N,34.08E
9015,1964-06-01,17.742,0.308,Çorum,Turkey,40.99N,34.08E
9016,1964-07-01,19.414,0.28300000000000003,Çorum,Turkey,40.99N,34.08E
9017,1964-08-01,18.695,0.324,Çorum,Turkey,40.99N,34.08E
9018,1964-09-01,15.657000000000002,0.171,Çorum,Turkey,40.99N,34.08E
9019,1964-10-01,12.098,0.227,Çorum,Turkey,40.99N,34.08E
9020,1964-11-01,5.716,0.29600000000000004,Çorum,Turkey,40.99N,34.08E
9021,1964-12-01,3.276,0.5329999999999999,Çorum,Turkey,40.99N,34.08E
9022,1965-01-01,1.0950000000000002,0.358,Çorum,Turkey,40.99N,34.08E
9023,1965-02-01,-0.875,0.297,Çorum,Turkey,40.99N,34.08E
9024,1965-03-01,5.7410000000000005,0.28600000000000003,Çorum,Turkey,40.99N,34.08E
9025,1965-04-01,8.299999999999999,0.121,Çorum,Turkey,40.99N,34.08E
9026,1965-05-01,13.549000000000001,0.366,Çorum,Turkey,40.99N,34.08E
9027,1965-06-01,18.167,0.483,Çorum,Turkey,40.99N,34.08E
9028,1965-07-01,19.746,0.218,Çorum,Turkey,40.99N,34.08E
9029,1965-08-01,19.873,0.115,Çorum,Turkey,40.99N,34.08E
9030,1965-09-01,16.98,0.262,Çorum,Turkey,40.99N,34.08E
9031,1965-10-01,8.492,0.289,Çorum,Turkey,40.99N,34.08E
9032,1965-11-01,6.502000000000002,0.388,Çorum,Turkey,40.99N,34.08E
9033,1965-12-01,3.809,0.32,Çorum,Turkey,40.99N,34.08E
9034,1966-01-01,2.22,0.398,Çorum,Turkey,40.99N,34.08E
9035,1966-02-01,5.652,0.232,Çorum,Turkey,40.99N,34.08E
9036,1966-03-01,6.335,0.205,Çorum,Turkey,40.99N,34.08E
9037,1966-04-01,10.994000000000002,0.111,Çorum,Turkey,40.99N,34.08E
9038,1966-05-01,13.390999999999998,0.292,Çorum,Turkey,40.99N,34.08E
9039,1966-06-01,17.387999999999998,0.28600000000000003,Çorum,Turkey,40.99N,34.08E
9040,1966-07-01,21.455,0.317,Çorum,Turkey,40.99N,34.08E
9041,1966-08-01,21.396,0.371,Çorum,Turkey,40.99N,34.08E
9042,1966-09-01,16.026,0.325,Çorum,Turkey,40.99N,34.08E
9043,1966-10-01,14.451,0.325,Çorum,Turkey,40.99N,34.08E
9044,1966-11-01,10.438,0.162,Çorum,Turkey,40.99N,34.08E
9045,1966-12-01,3.292,0.302,Çorum,Turkey,40.99N,34.08E
9046,1967-01-01,-0.889,0.287,Çorum,Turkey,40.99N,34.08E
9047,1967-02-01,-2.715,0.405,Çorum,Turkey,40.99N,34.08E
9048,1967-03-01,3.388,0.313,Çorum,Turkey,40.99N,34.08E
9049,1967-04-01,8.918999999999997,0.151,Çorum,Turkey,40.99N,34.08E
9050,1967-05-01,13.854000000000001,0.249,Çorum,Turkey,40.99N,34.08E
9051,1967-06-01,15.976,0.248,Çorum,Turkey,40.99N,34.08E
9052,1967-07-01,18.737000000000002,0.573,Çorum,Turkey,40.99N,34.08E
9053,1967-08-01,19.981,0.3720000000000001,Çorum,Turkey,40.99N,34.08E
9054,1967-09-01,15.978000000000002,0.285,Çorum,Turkey,40.99N,34.08E
9055,1967-10-01,12.224,0.251,Çorum,Turkey,40.99N,34.08E
9056,1967-11-01,5.6880000000000015,0.28800000000000003,Çorum,Turkey,40.99N,34.08E
9057,1967-12-01,2.891,0.237,Çorum,Turkey,40.99N,34.08E
9058,1968-01-01,-1.075,0.436,Çorum,Turkey,40.99N,34.08E
9059,1968-02-01,1.2639999999999998,0.238,Çorum,Turkey,40.99N,34.08E
9060,1968-03-01,4.099,0.184,Çorum,Turkey,40.99N,34.08E
9061,1968-04-01,11.335999999999999,0.242,Çorum,Turkey,40.99N,34.08E
9062,1968-05-01,16.273,0.14,Çorum,Turkey,40.99N,34.08E
9063,1968-06-01,16.840999999999998,0.31,Çorum,Turkey,40.99N,34.08E
9064,1968-07-01,20.083,0.282,Çorum,Turkey,40.99N,34.08E
9065,1968-08-01,19.054000000000002,0.466,Çorum,Turkey,40.99N,34.08E
9066,1968-09-01,16.829,0.168,Çorum,Turkey,40.99N,34.08E
9067,1968-10-01,10.518,0.294,Çorum,Turkey,40.99N,34.08E
9068,1968-11-01,7.369,0.189,Çorum,Turkey,40.99N,34.08E
9069,1968-12-01,2.559,0.261,Çorum,Turkey,40.99N,34.08E
9070,1969-01-01,-0.382,0.325,Çorum,Turkey,40.99N,34.08E
9071,1969-02-01,1.382,0.294,Çorum,Turkey,40.99N,34.08E
9072,1969-03-01,5.0310000000000015,0.199,Çorum,Turkey,40.99N,34.08E
9073,1969-04-01,7.203999999999999,0.287,Çorum,Turkey,40.99N,34.08E
9074,1969-05-01,15.118,0.236,Çorum,Turkey,40.99N,34.08E
9075,1969-06-01,19.226000000000006,0.295,Çorum,Turkey,40.99N,34.08E
9076,1969-07-01,18.329,0.14400000000000002,Çorum,Turkey,40.99N,34.08E
9077,1969-08-01,20.981,0.308,Çorum,Turkey,40.99N,34.08E
9078,1969-09-01,16.957,0.297,Çorum,Turkey,40.99N,34.08E
9079,1969-10-01,10.102,0.24,Çorum,Turkey,40.99N,34.08E
9080,1969-11-01,6.501,0.274,Çorum,Turkey,40.99N,34.08E
9081,1969-12-01,4.046,0.361,Çorum,Turkey,40.99N,34.08E
9082,1970-01-01,3.024,0.388,Çorum,Turkey,40.99N,34.08E
9083,1970-02-01,4.254,0.236,Çorum,Turkey,40.99N,34.08E
9084,1970-03-01,6.912000000000001,0.208,Çorum,Turkey,40.99N,34.08E
9085,1970-04-01,12.157,0.313,Çorum,Turkey,40.99N,34.08E
9086,1970-05-01,13.637,0.28300000000000003,Çorum,Turkey,40.99N,34.08E
9087,1970-06-01,17.361,0.309,Çorum,Turkey,40.99N,34.08E
9088,1970-07-01,21.498,0.17800000000000002,Çorum,Turkey,40.99N,34.08E
9089,1970-08-01,19.361,0.275,Çorum,Turkey,40.99N,34.08E
9090,1970-09-01,15.761,0.138,Çorum,Turkey,40.99N,34.08E
9091,1970-10-01,9.682,0.245,Çorum,Turkey,40.99N,34.08E
9092,1970-11-01,6.626,0.219,Çorum,Turkey,40.99N,34.08E
9093,1970-12-01,0.5369999999999999,0.165,Çorum,Turkey,40.99N,34.08E
9094,1971-01-01,3.0660000000000003,0.526,Çorum,Turkey,40.99N,34.08E
9095,1971-02-01,1.944,0.179,Çorum,Turkey,40.99N,34.08E
9096,1971-03-01,6.334,0.119,Çorum,Turkey,40.99N,34.08E
9097,1971-04-01,8.847999999999997,0.287,Çorum,Turkey,40.99N,34.08E
9098,1971-05-01,14.499,0.174,Çorum,Turkey,40.99N,34.08E
9099,1971-06-01,17.110000000000007,0.315,Çorum,Turkey,40.99N,34.08E
9100,1971-07-01,20.132,0.238,Çorum,Turkey,40.99N,34.08E
9101,1971-08-01,20.024,0.261,Çorum,Turkey,40.99N,34.08E
9102,1971-09-01,17.425,0.181,Çorum,Turkey,40.99N,34.08E
9103,1971-10-01,9.286,0.166,Çorum,Turkey,40.99N,34.08E
9104,1971-11-01,6.409,0.113,Çorum,Turkey,40.99N,34.08E
9105,1971-12-01,0.6719999999999999,0.449,Çorum,Turkey,40.99N,34.08E
9106,1972-01-01,-4.8439999999999985,0.6679999999999999,Çorum,Turkey,40.99N,34.08E
9107,1972-02-01,-1.952,0.826,Çorum,Turkey,40.99N,34.08E
9108,1972-03-01,4.269,0.152,Çorum,Turkey,40.99N,34.08E
9109,1972-04-01,12.236999999999998,0.235,Çorum,Turkey,40.99N,34.08E
9110,1972-05-01,14.13,0.276,Çorum,Turkey,40.99N,34.08E
9111,1972-06-01,18.383000000000006,0.293,Çorum,Turkey,40.99N,34.08E
9112,1972-07-01,21.085,0.308,Çorum,Turkey,40.99N,34.08E
9113,1972-08-01,21.082,0.284,Çorum,Turkey,40.99N,34.08E
9114,1972-09-01,16.725,0.362,Çorum,Turkey,40.99N,34.08E
9115,1972-10-01,11.662,0.245,Çorum,Turkey,40.99N,34.08E
9116,1972-11-01,5.2700000000000005,0.16399999999999998,Çorum,Turkey,40.99N,34.08E
9117,1972-12-01,-1.0359999999999998,0.769,Çorum,Turkey,40.99N,34.08E
9118,1973-01-01,-2.452,1.501,Çorum,Turkey,40.99N,34.08E
9119,1973-02-01,4.176,0.261,Çorum,Turkey,40.99N,34.08E
9120,1973-03-01,3.353,0.35,Çorum,Turkey,40.99N,34.08E
9121,1973-04-01,9.355,0.251,Çorum,Turkey,40.99N,34.08E
9122,1973-05-01,13.905,0.41,Çorum,Turkey,40.99N,34.08E
9123,1973-06-01,16.317,0.35600000000000004,Çorum,Turkey,40.99N,34.08E
9124,1973-07-01,20.163,0.267,Çorum,Turkey,40.99N,34.08E
9125,1973-08-01,18.834,0.275,Çorum,Turkey,40.99N,34.08E
9126,1973-09-01,16.819000000000006,0.133,Çorum,Turkey,40.99N,34.08E
9127,1973-10-01,12.007,0.322,Çorum,Turkey,40.99N,34.08E
9128,1973-11-01,3.5740000000000003,0.206,Çorum,Turkey,40.99N,34.08E
9129,1973-12-01,0.17500000000000004,0.552,Çorum,Turkey,40.99N,34.08E
9130,1974-01-01,-3.334,0.591,Çorum,Turkey,40.99N,34.08E
9131,1974-02-01,1.972,0.775,Çorum,Turkey,40.99N,34.08E
9132,1974-03-01,6.193,0.225,Çorum,Turkey,40.99N,34.08E
9133,1974-04-01,7.5459999999999985,0.28300000000000003,Çorum,Turkey,40.99N,34.08E
9134,1974-05-01,13.885000000000002,0.225,Çorum,Turkey,40.99N,34.08E
9135,1974-06-01,18.576,0.28800000000000003,Çorum,Turkey,40.99N,34.08E
9136,1974-07-01,19.545,0.233,Çorum,Turkey,40.99N,34.08E
9137,1974-08-01,19.323,0.312,Çorum,Turkey,40.99N,34.08E
9138,1974-09-01,15.738,0.231,Çorum,Turkey,40.99N,34.08E
9139,1974-10-01,15.303,0.219,Çorum,Turkey,40.99N,34.08E
9140,1974-11-01,6.0310000000000015,0.47,Çorum,Turkey,40.99N,34.08E
